Rk,Player,Pos,Age,Tm,G▼,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
126,Amir Johnson\johnsam01,C,30,PHI,74,1171,14.9,.575,.123,.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,,2.1,2.0,4.1,.169,,-1.2,2.2,1.0,0.9
127,Wesley Johnson\johnswe01,SF,30,LAC,74,1486,9.8,.512,.481,.158,2.2,13.6,8.0,5.6,2.5,3.5,12.3,13.0,,-0.1,1.7,1.7,.055,,-2.5,1.7,-0.7,0.5
128,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,74,1850,12.5,.536,.004,.305,4.8,13.0,8.8,5.9,1.3,1.4,7.7,16.1,,1.7,1.6,3.3,.084,,-2.1,0.0,-2.1,-0.1
129,Brook Lopez\lopezbr01,C,29,LAL,74,1735,16.5,.557,.410,.199,4.6,13.4,9.0,11.6,0.8,4.6,10.2,23.5,,1.9,1.9,3.8,.105,,0.7,0.2,0.9,1.3
130,Thon Maker\makerth01,C,20,MIL,74,1238,10.2,.499,.329,.294,7.1,14.2,10.6,5.2,1.5,3.7,11.0,14.6,,0.3,1.1,1.5,.056,,-3.2,-0.4,-3.5,-0.5
131,Shabazz Napier\napiesh01,PG,26,POR,74,1535,14.2,.544,.411,.260,1.9,10.1,6.0,14.6,2.6,0.7,13.2,19.5,,1.2,2.0,3.2,.101,,-0.7,1.4,0.7,1.0
132,Mason Plumlee\plumlma01,C,27,DEN,74,1439,16.9,.586,.003,.486,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,,1.8,1.8,3.6,.120,,-1.0,1.4,0.5,0.9
133,Domantas Sabonis\sabondo01,C,21,IND,74,1810,17.5,.567,.056,.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,,2.5,2.2,4.7,.126,,-0.6,-0.5,-1.1,0.4
134,DeMarre Carroll\carrode01,PF,31,BRK,73,2180,14.3,.550,.498,.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,,2.3,1.8,4.1,.091,,0.5,-0.4,0.2,1.2
135,Willie Cauley-Stein\caulewi01,C,24,SAC,73,2044,17.6,.529,.016,.320,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,,1.7,2.2,3.9,.092,,-0.4,0.3,-0.1,1.0
136,Dante Cunningham\cunnida01,SF,30,TOT,73,1562,10.0,.539,.462,.143,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,,1.1,1.3,2.4,.074,,-1.5,-0.2,-1.7,0.1
137,Sam Dekker\dekkesa01,PF,23,LAC,73,883,11.5,.534,.232,.216,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,,0.6,0.6,1.2,.066,,-2.3,-0.6,-2.9,-0.2
138,De'Aaron Fox\foxde01,PG,20,SAC,73,2026,11.2,.478,.192,.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,,-1.7,1.1,-0.6,-0.014,,-2.7,-1.5,-4.2,-1.1
139,Marc Gasol\gasolma01,C,33,MEM,73,2408,17.4,.532,.310,.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,,1.5,2.6,4.0,.080,,1.7,0.6,2.3,2.7
140,James Johnson\johnsja01,PF,30,MIA,73,1943,15.8,.575,.301,.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,,2.2,2.8,5.0,.123,,0.0,1.6,1.6,1.7
141,Luke Kennard\kennalu01,SG,21,DET,73,1463,12.1,.560,.419,.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,,1.1,1.4,2.6,.085,,-0.9,0.1,-0.8,0.5
142,Kyle Korver\korveky01,SG,36,CLE,73,1574,13.4,.652,.777,.149,0.7,10.9,5.9,8.0,1.0,1.5,9.6,16.0,,2.8,0.6,3.4,.104,,1.5,-1.2,0.2,0.9
143,Damian Lillard\lillada01,PG,27,POR,73,2670,25.2,.594,.445,.380,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,,9.9,2.7,12.6,.227,,7.0,0.3,7.2,6.3
144,Trey Lyles\lylestr01,PF,22,DEN,73,1391,17.9,.591,.396,.260,4.5,23.5,14.0,10.1,1.1,2.0,9.1,21.1,,2.7,1.2,3.9,.135,,2.0,-0.7,1.3,1.1
145,Jarell Martin\martija01,PF,23,MEM,73,1661,10.5,.516,.198,.234,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,,0.1,1.2,1.3,.038,,-3.3,-0.7,-4.0,-0.8
146,Markieff Morris\morrima02,PF,28,WAS,73,1968,13.2,.566,.301,.186,4.3,19.2,11.8,11.0,1.4,1.7,14.6,19.5,,1.2,2.1,3.3,.080,,-1.3,0.1,-1.3,0.4
147,Semi Ojeleye\ojelese01,PF,23,BOS,73,1150,4.6,.473,.665,.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,,-0.2,1.3,1.2,.048,,-4.6,-0.1,-4.7,-0.8
148,Bobby Portis\portibo01,PF,22,CHI,73,1643,19.7,.548,.275,.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,,2.0,1.5,3.5,.101,,2.2,-1.3,0.8,1.2
149,Tomáš Satoranský\satorto01,SG,26,WAS,73,1643,15.4,.615,.263,.250,5.0,11.1,8.0,24.8,1.6,0.8,16.3,13.7,,3.7,1.3,5.0,.145,,0.8,0.5,1.2,1.3
150,Lance Thomas\thomala01,PF,29,NYK,73,1353,6.3,.513,.464,.199,3.6,10.7,7.2,4.2,1.1,0.9,12.1,10.7,,0.3,0.6,0.9,.031,,-3.2,-0.5,-3.7,-0.6
151,Klay Thompson\thompkl01,SG,27,GSW,73,2506,16.0,.598,.442,.083,1.5,10.3,6.2,11.2,1.1,1.1,9.5,23.7,,3.1,1.8,4.9,.094,,1.7,-2.1,-0.4,1.0
152,Sindarius Thornwell\thornsi01,SG,23,LAC,73,1156,8.2,.519,.262,.378,3.2,10.0,6.7,7.8,2.0,1.8,16.3,12.1,,0.1,0.9,1.0,.041,,-3.4,1.0,-2.4,-0.1
153,David West\westda01,C,37,GSW,73,999,20.9,.600,.021,.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,,1.8,1.7,3.5,.168,,0.7,2.5,3.1,1.3
154,Jarrett Allen\allenja01,C,19,BRK,72,1441,17.5,.636,.038,.370,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,,2.7,1.5,4.2,.141,,-0.9,0.1,-0.8,0.5
155,Corey Brewer\breweco01,SF-SG,31,TOT,72,1208,11.2,.534,.348,.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,,0.7,1.6,2.3,.091,,-3.2,1.9,-1.3,0.2
156,Marquese Chriss\chrisma01,PF,20,PHO,72,1527,11.1,.509,.398,.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,,-0.8,1.5,0.7,.023,,-3.2,0.4,-2.8,-0.3
157,James Ennis\ennisja01,SF,27,TOT,72,1604,11.6,.588,.398,.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,,2.0,1.1,3.1,.092,,-1.1,-0.1,-1.2,0.3
158,James Harden\hardeja01,SG,28,HOU,72,2551,29.8,.619,.498,.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,,11.6,3.8,15.4,.289,,8.5,1.4,9.9,7.7
159,Justin Holiday\holidju01,SG,28,CHI,72,2265,10.8,.513,.574,.210,1.4,12.8,6.9,10.1,1.7,1.2,9.8,18.2,,0.1,1.6,1.7,.036,,-1.6,-0.3,-1.9,0.0
160,Al Horford\horfoal01,C,31,BOS,72,2277,17.6,.575,.300,.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,,4.0,3.8,7.8,.165,,2.4,2.0,4.4,3.7
161,Tyler Johnson\johnsty01,PG,25,MIA,72,2052,13.0,.549,.456,.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,,1.9,2.3,4.2,.097,,-0.5,0.2,-0.3,0.9
162,Maxi Kleber\klebima01,PF,26,DAL,72,1206,13.4,.576,.414,.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,,1.6,1.2,2.8,.113,,-1.0,0.5,-0.5,0.5
163,Devin Harris\harride01,PG,34,TOT,71,1340,13.0,.563,.500,.374,1.0,9.8,5.3,16.9,1.8,0.8,12.6,20.2,,1.6,0.9,2.5,.089,,-1.5,-0.3,-1.8,0.1
164,Enes Kanter\kanteen01,C,25,NYK,71,1830,24.0,.630,.003,.258,16.6,30.6,23.6,9.4,1.0,1.7,13.3,21.8,,5.5,2.1,7.6,.198,,3.3,-1.1,2.2,1.9
165,Kosta Koufos\koufoko01,C,28,SAC,71,1391,17.5,.566,.000,.190,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,,2.3,1.5,3.9,.134,,-0.2,-0.2,-0.4,0.6
166,Caris LeVert\leverca01,SF,23,BRK,71,1864,14.2,.525,.333,.254,3.0,11.9,7.4,26.0,2.1,0.9,15.8,22.5,,0.7,1.6,2.3,.058,,-0.8,0.0,-0.8,0.6
167,Shaun Livingston\livinsh01,PG,32,GSW,71,1129,11.6,.533,.015,.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.6,,0.9,0.9,1.8,.077,,-2.8,-0.4,-3.1,-0.3
168,Tyler Ulis\ulisty01,PG,22,PHO,71,1658,10.1,.465,.265,.183,1.5,6.8,4.1,28.0,2.0,0.3,17.6,18.5,,-0.7,0.5,-0.2,-0.006,,-3.0,-1.4,-4.4,-1.0
169,Quincy Acy\acyqu01,PF,27,BRK,70,1359,8.2,.525,.800,.164,3.1,17.1,10.0,6.0,1.2,1.6,13.3,14.4,,-0.1,1.1,1.0,.036,,-2.6,0.1,-2.5,-0.2
170,Jaylen Brown\brownja02,SG,21,BOS,70,2152,13.6,.562,.381,.290,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,,1.2,3.2,4.5,.100,,-0.8,0.3,-0.5,0.8
171,Danny Green\greenda02,SG,30,SAS,70,1791,11.4,.509,.570,.116,2.5,13.0,7.7,8.9,1.8,3.7,11.2,16.6,,0.1,2.9,2.9,.078,,-1.0,1.4,0.4,1.1
172,Draymond Green\greendr01,PF,27,GSW,70,2287,16.1,.556,.414,.279,3.9,21.1,13.1,29.0,2.0,3.1,22.5,17.2,,2.6,3.4,6.1,.127,,0.9,1.9,2.8,2.8
173,C.J. Miles\milescj01,SF,30,TOR,70,1337,13.0,.545,.758,.162,1.5,11.0,6.4,6.0,1.4,1.3,5.7,22.3,,1.4,1.5,2.9,.103,,1.0,-0.7,0.3,0.8
174,David Nwaba\nwabada01,SG,25,CHI,70,1646,12.2,.542,.123,.480,5.6,16.0,10.6,9.4,1.7,1.6,13.1,15.6,,1.1,1.4,2.4,.071,,-2.7,0.2,-2.5,-0.2
175,Norman Powell\powelno01,SG,24,TOR,70,1062,8.5,.492,.497,.104,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,,-0.6,1.2,0.6,.027,,-3.2,0.2,-2.9,-0.3
176,J.J. Redick\redicjj01,SG,33,PHI,70,2116,15.9,.614,.523,.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,,4.8,1.8,6.6,.150,,2.2,-1.1,1.1,1.7
177,Jeff Teague\teaguje01,PG,29,MIN,70,2311,16.4,.553,.287,.301,1.2,9.3,5.2,30.6,2.2,0.9,16.4,20.6,,3.4,1.4,4.9,.101,,1.1,-0.7,0.4,1.4
178,Bam Adebayo\adebaba01,C,20,MIA,69,1368,15.7,.570,.021,.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,,2.3,1.9,4.2,.148,,-1.1,0.7,-0.4,0.6
179,Al-Farouq Aminu\aminual01,PF,27,POR,69,2072,12.0,.522,.582,.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,,0.9,3.2,4.2,.097,,-0.7,1.1,0.4,1.3
180,J.J. Barea\bareajo01,PG,33,DAL,69,1603,17.8,.545,.454,.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,,2.3,1.0,3.3,.098,,2.7,-1.5,1.2,1.3
181,Darren Collison\collida01,PG,30,IND,69,2018,18.8,.610,.321,.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,,5.8,1.8,7.6,.181,,2.4,0.3,2.7,2.4
182,Eric Gordon\gordoer01,SG,29,HOU,69,2154,15.2,.578,.627,.248,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,,2.9,1.8,4.7,.105,,2.0,-1.6,0.4,1.3
183,Josh Huestis\huestjo01,PF,26,OKC,69,982,5.4,.417,.632,.110,4.6,13.9,9.1,2.7,0.8,4.0,12.0,9.5,,-0.5,1.0,0.5,.024,,-3.9,0.0,-3.9,-0.5
184,Ersan İlyasova\ilyaser01,PF,30,TOT,69,1729,14.9,.558,.413,.220,7.6,18.0,12.9,7.9,1.7,1.3,9.7,18.7,,2.2,1.9,4.0,.112,,-0.2,-0.4,-0.6,0.6
185,Stanley Johnson\johnsst04,SF,21,DET,69,1894,9.0,.480,.418,.259,1.9,13.0,7.3,8.5,2.5,0.7,11.0,16.4,,-0.6,2.4,1.8,.046,,-4.0,1.1,-2.9,-0.4
186,Alex Len\lenal01,C,24,PHO,69,1395,19.4,.612,.008,.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,,3.2,1.3,4.5,.154,,0.6,-0.3,0.3,0.8
187,Shelvin Mack\macksh01,PG,27,ORL,69,1365,13.3,.518,.336,.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,,1.0,1.0,1.9,.069,,-1.2,-0.2,-1.4,0.2
188,Royce O'Neale\onealro01,SF,24,UTA,69,1150,10.8,.540,.415,.268,2.5,20.6,11.7,12.0,1.6,1.2,14.8,14.6,,0.5,1.8,2.4,.099,,-2.0,1.8,-0.2,0.5
189,Zaza Pachulia\pachuza01,C,33,GSW,69,972,17.0,.612,.004,.352,11.0,25.0,18.5,15.2,1.9,1.4,19.1,17.0,,1.8,1.4,3.3,.161,,-0.7,0.7,0.0,0.5
190,Jonathon Simmons\simmojo02,SG,28,ORL,69,2029,12.7,.555,.268,.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,,0.8,1.1,1.9,.045,,-1.7,-1.3,-3.1,-0.5
191,Dennis Smith Jr.\smithde03,PG,20,DAL,69,2049,12.8,.473,.331,.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,,-2.4,1.7,-0.7,-0.017,,-1.2,-1.2,-2.4,-0.2
192,Delon Wright\wrighde01,PG,25,TOR,69,1433,16.5,.574,.354,.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,,2.5,2.1,4.5,.152,,1.4,1.8,3.3,1.9
193,Trevor Booker\booketr01,PF,30,TOT,68,1158,14.9,.557,.096,.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,,1.6,1.3,2.9,.121,,-0.6,0.0,-0.6,0.4
194,Kevin Durant\duranke01,SF,29,GSW,68,2325,26.0,.640,.338,.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,,7.5,2.9,10.4,.215,,6.7,0.6,7.3,5.5
195,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,68,1920,16.9,.548,.075,.436,5.5,20.0,12.7,14.2,1.6,1.9,12.3,22.2,,2.1,2.0,4.1,.103,,-0.3,0.4,0.1,1.0
196,Justin Jackson\jacksju01,SF,22,SAC,68,1506,9.2,.521,.442,.086,2.0,12.6,7.1,7.2,0.9,0.8,8.4,14.2,,0.4,0.5,1.0,.031,,-2.4,-1.1,-3.5,-0.6
197,Lauri Markkanen\markkla01,PF,20,CHI,68,2020,15.6,.552,.465,.193,4.0,23.7,13.5,6.4,0.9,1.8,8.2,21.9,,1.7,1.6,3.3,.079,,1.0,-1.2,-0.2,0.9
198,Justise Winslow\winslju01,PF,21,MIA,68,1680,11.5,.496,.264,.213,4.3,20.5,12.4,13.0,1.6,1.7,12.6,16.3,,0.2,2.4,2.6,.075,,-2.2,1.1,-1.1,0.4
199,Trevor Ariza\arizatr01,SF,32,HOU,67,2269,11.8,.567,.710,.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,,2.6,2.8,5.3,.113,,0.0,0.7,0.7,1.5
200,Nemanja Bjelica\bjeline01,PF,29,MIN,67,1371,12.6,.581,.493,.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,,1.7,1.1,2.8,.097,,-0.1,0.2,0.1,0.7
201,Gary Harris\harriga01,SG,23,DEN,67,2304,16.5,.597,.434,.178,1.8,6.8,4.3,13.0,2.6,0.5,10.8,20.7,,3.9,1.5,5.5,.114,,1.0,-0.2,0.8,1.7
202,George Hill\hillge01,PG,31,TOT,67,1812,13.3,.580,.400,.273,2.6,8.9,5.7,15.0,1.7,1.3,13.3,16.3,,2.3,0.9,3.2,.085,,-0.2,-0.5,-0.8,0.6
203,Eric Moreland\moreler01,PF,26,DET,67,805,13.9,.531,.000,.238,10.9,27.6,19.1,13.3,1.9,5.6,23.8,9.7,,0.7,1.6,2.3,.135,,-2.8,3.3,0.5,0.5
204,Dennis Schröder\schrode01,PG,24,ATL,67,2078,17.3,.515,.229,.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,,1.5,1.0,2.6,.059,,1.2,-1.9,-0.6,0.7
205,Isaiah Taylor\taylois01,PG,23,ATL,67,1167,10.9,.492,.205,.362,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,,0.2,0.5,0.6,.027,,-3.1,-1.3,-4.4,-0.7
206,Dwyane Wade\wadedw01,SG,36,TOT,67,1536,15.0,.500,.163,.277,3.7,14.6,9.2,23.5,2.0,2.6,15.5,26.2,,-0.4,1.6,1.1,.036,,-0.9,-0.1,-1.0,0.4
207,Ryan Anderson\anderry01,PF,29,HOU,66,1725,12.6,.592,.706,.194,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,,3.1,1.7,4.8,.132,,0.9,-0.8,0.1,0.9
208,Mario Chalmers\chalmma01,PG,31,MEM,66,1421,10.4,.503,.431,.312,1.0,12.0,6.4,21.5,2.8,0.9,18.8,19.6,,-0.6,1.3,0.6,.021,,-3.7,0.5,-3.2,-0.4
209,Zach Collins\colliza01,C,20,POR,66,1045,7.5,.475,.391,.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,,-0.7,1.3,0.6,.030,,-4.5,0.2,-4.3,-0.6
210,Kevon Looney\looneke01,C,21,GSW,66,910,14.8,.588,.026,.399,11.0,15.2,13.2,6.0,1.8,4.9,12.0,12.4,,1.5,1.3,2.8,.145,,-1.2,1.0,-0.2,0.4
211,Larry Nance Jr.\nancela02,C,25,TOT,66,1421,20.2,.605,.029,.332,12.4,22.0,17.3,8.6,3.0,2.2,9.7,15.9,,3.5,2.3,5.8,.196,,0.9,1.5,2.4,1.6
212,Tyler Zeller\zellety01,C,28,TOT,66,1109,16.0,.598,.084,.237,11.0,19.4,15.2,6.7,0.7,2.5,11.3,16.4,,2.0,0.9,2.9,.126,,-0.5,-0.9,-1.4,0.2
213,Kent Bazemore\bazemke01,SG,28,ATL,65,1789,14.5,.547,.405,.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,,0.2,2.0,2.2,.059,,-0.4,1.0,0.6,1.2
214,Manu Ginóbili\ginobma01,SG,40,SAS,65,1299,12.9,.553,.415,.283,1.6,10.6,6.1,19.1,1.7,1.0,16.8,21.5,,0.6,1.6,2.2,.082,,-1.5,0.2,-1.3,0.2
215,JaVale McGee\mcgeeja01,C,30,GSW,65,615,22.3,.641,.027,.237,11.5,18.7,15.4,8.0,1.6,7.3,10.0,19.2,,1.7,1.1,2.7,.212,,0.3,1.2,1.5,0.5
216,Rajon Rondo\rondora01,PG,31,NOP,65,1705,15.3,.522,.304,.093,2.0,14.2,8.4,42.2,2.0,0.5,22.7,16.9,,1.9,1.7,3.6,.101,,0.0,-0.4,-0.3,0.7
217,Garrett Temple\templga01,SG,31,SAC,65,1615,10.2,.536,.477,.164,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,,0.3,0.9,1.2,.035,,-2.2,-0.3,-2.5,-0.2
218,Myles Turner\turnemy01,C,21,IND,65,1836,16.6,.567,.246,.322,5.8,19.8,12.8,7.0,1.0,5.7,11.6,20.0,,2.2,2.5,4.7,.122,,-0.6,0.4,-0.2,0.8
219,T.J. Warren\warretj01,SF,24,PHO,65,2142,17.6,.541,.085,.240,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,,2.6,0.8,3.4,.077,,0.8,-1.6,-0.7,0.7
220,Nicolas Batum\batumni01,SG,29,CHO,64,1981,14.4,.523,.422,.200,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,,1.7,1.8,3.5,.084,,0.5,-0.1,0.4,1.2
221,Alec Burks\burksal01,SG,26,UTA,64,1059,13.1,.527,.343,.300,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,,0.2,1.6,1.9,.084,,-1.3,0.4,-0.9,0.3
222,Andre Iguodala\iguodan01,SF,34,GSW,64,1622,11.2,.536,.366,.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,,1.6,1.6,3.2,.094,,-1.1,0.8,-0.3,0.7
223,Robin Lopez\lopezro01,C,29,CHI,64,1690,14.7,.552,.022,.140,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,,1.2,0.7,1.9,.055,,-0.9,-1.3,-2.2,-0.1
224,Emmanuel Mudiay\mudiaem01,PG,21,TOT,64,1245,11.5,.474,.281,.245,2.3,11.3,6.8,24.5,1.6,0.8,16.2,24.4,,-0.8,0.7,0.0,-0.002,,-2.1,-1.8,-3.9,-0.6
225,Brandon Paul\paulbr01,SG,26,SAS,64,576,7.4,.504,.425,.339,1.1,12.0,6.5,9.0,2.2,1.0,16.6,13.6,,-0.3,0.8,0.5,.045,,-5.1,1.6,-3.5,-0.2
226,Joel Embiid\embiijo01,C,23,PHI,63,1912,22.9,.573,.203,.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,,2.3,3.8,6.2,.155,,2.0,1.3,3.3,2.6
227,Treveon Graham\grahatr01,SG,24,CHO,63,1050,9.0,.553,.439,.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,,1.1,0.7,1.8,.080,,-2.8,0.1,-2.7,-0.2
228,Josh Hart\hartjo01,SG,22,LAL,63,1461,12.2,.596,.525,.251,3.1,16.0,9.6,7.6,1.5,0.9,10.1,13.5,,1.9,1.5,3.4,.111,,-0.6,0.5,-0.1,0.7
229,Wesley Matthews\matthwe02,SF,31,DAL,63,2131,11.4,.541,.577,.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,,1.0,1.6,2.6,.059,,-1.0,0.1,-0.9,0.6
230,Malik Monk\monkma01,SG,19,CHO,63,854,10.3,.477,.572,.089,1.0,7.5,4.2,16.9,1.1,0.9,10.0,24.9,,-0.5,0.5,0.0,.000,,-1.3,-2.0,-3.4,-0.3
231,Elfrid Payton\paytoel01,PG,23,TOT,63,1808,16.5,.538,.138,.252,3.8,12.8,8.2,34.9,2.2,1.0,18.5,21.9,,1.4,1.4,2.8,.075,,0.1,-0.3,-0.2,0.8
232,Daniel Theis\theisda01,C,25,BOS,63,936,16.1,.616,.249,.348,10.7,21.2,16.0,9.1,1.6,4.3,17.2,15.5,,1.6,1.9,3.5,.178,,-2.0,2.3,0.3,0.5
233,Ekpe Udoh\udohek01,C,30,UTA,63,810,15.2,.560,.008,.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,,1.3,1.8,3.2,.187,,-1.3,4.4,3.1,1.1
234,Malik Beasley\beaslma01,SG,21,DEN,62,583,9.0,.509,.461,.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,,0.1,0.3,0.3,.028,,-2.4,-1.4,-3.8,-0.3
235,Reggie Bullock\bullore01,SF,26,DET,62,1732,13.6,.615,.515,.090,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,,2.8,1.4,4.2,.117,,0.7,0.0,0.7,1.2
236,Deyonta Davis\davisde01,C,21,MEM,62,943,16.6,.621,.000,.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,,1.9,0.8,2.7,.138,,-0.9,-0.6,-1.5,0.1
237,Dewayne Dedmon\dedmode01,C,28,ATL,62,1542,15.8,.599,.296,.180,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,,1.8,1.9,3.7,.114,,-0.4,0.5,0.1,0.8
238,Wesley Iwundu\iwundwe01,SF,23,ORL,62,1020,7.8,.480,.211,.216,3.9,11.0,7.4,7.8,1.6,0.9,11.2,11.6,,0.0,0.7,0.7,.032,,-4.2,-0.1,-4.3,-0.6
239,Jarrett Jack\jackja01,PG,34,NYK,62,1548,11.5,.489,.194,.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,,0.5,0.7,1.2,.036,,-1.6,-1.3,-2.8,-0.3
240,Terrance Ferguson\fergute01,SG,19,OKC,61,763,7.4,.545,.710,.059,2.7,4.2,3.4,3.4,1.6,1.2,6.0,10.4,,0.7,0.5,1.2,.077,,-3.2,-0.1,-3.3,-0.3
241,Luc Mbah a Moute\mbahalu01,PF,31,HOU,61,1564,10.3,.595,.501,.275,1.6,11.7,6.7,5.0,2.3,1.4,15.0,12.8,,0.8,2.1,2.8,.087,,-1.6,1.4,-0.2,0.7
242,Salah Mejri\mejrisa01,C,31,DAL,61,729,17.8,.644,.022,.482,12.5,25.4,18.7,7.2,1.5,8.2,19.0,12.8,,1.3,1.3,2.7,.175,,-2.0,2.8,0.7,0.5
243,Cedi Osman\osmande01,SF,22,CLE,61,672,11.0,.577,.468,.247,3.2,16.6,10.0,8.7,1.6,0.4,13.4,15.7,,0.5,0.4,0.9,.064,,-2.1,-0.7,-2.9,-0.1
244,Austin Rivers\riverau01,SG,25,LAC,61,2057,12.6,.526,.447,.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,,1.4,1.0,2.4,.056,,-0.3,-0.9,-1.2,0.4
245,Rodney Hood\hoodro01,SG,25,TOT,60,1616,14.3,.546,.443,.172,1.6,9.9,5.8,9.7,1.4,0.6,8.0,24.3,,1.2,1.5,2.7,.081,,0.8,-0.9,-0.1,0.8
246,Kyrie Irving\irvinky01,PG,25,BOS,60,1931,25.0,.610,.374,.240,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31.0,,6.3,2.7,8.9,.222,,6.4,0.9,7.3,4.5
247,Skal Labissière\labissk01,PF,21,SAC,60,1240,14.3,.513,.111,.258,8.7,18.1,13.2,9.1,1.0,3.7,12.5,21.1,,0.4,1.0,1.4,.054,,-1.9,-0.8,-2.7,-0.2
248,Jimmy Butler\butleji01,SG,28,MIN,59,2164,23.7,.590,.217,.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,,7.1,1.8,8.9,.198,,5.0,0.7,5.8,4.2
249,Tim Frazier\fraziti01,PG,27,WAS,59,838,11.3,.475,.326,.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,,0.4,1.0,1.4,.080,,-2.8,1.8,-0.9,0.2
250,Maurice Harkless\harklma01,SF,24,POR,59,1264,12.6,.596,.397,.199,4.0,9.9,7.0,6.0,1.9,2.8,11.0,12.6,,1.6,1.7,3.2,.123,,-0.4,1.7,1.4,1.1
251,Brandon Ingram\ingrabr01,SF,20,LAL,59,1975,13.8,.536,.138,.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,,1.0,1.8,2.8,.068,,-0.9,-0.3,-1.2,0.4
