Rk,Player,Pos,Age,Tm,G▼,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
42,Marco Belinelli\belinma01,SG,31,TOT,80,1947,14.1,.581,.517,.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,,2.4,1.3,3.7,.092,,0.4,-0.8,-0.5,0.8
43,Bojan Bogdanović\bogdabo02,SF,28,IND,80,2464,13.9,.605,.453,.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,,3.8,1.6,5.4,.105,,0.5,-1.2,-0.7,0.8
44,Robert Covington\covinro01,SF,27,PHI,80,2532,12.9,.563,.658,.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,,1.6,4.5,6.1,.116,,-0.2,1.7,1.5,2.3
45,Jamal Crawford\crawfja01,SG,37,MIN,80,1653,13.0,.519,.423,.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,,0.9,0.3,1.3,.037,,0.1,-2.5,-2.3,-0.1
46,Jae Crowder\crowdja01,SF,27,TOT,80,2090,10.4,.525,.508,.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,,1.0,1.6,2.6,.060,,-1.9,-0.6,-2.5,-0.3
47,DeMar DeRozan\derozde01,SG,28,TOR,80,2711,21.0,.555,.203,.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,,6.8,2.8,9.6,.170,,3.3,-0.6,2.8,3.2
48,Spencer Dinwiddie\dinwisp01,PG,24,BRK,80,2306,15.9,.527,.517,.320,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,,4.3,1.4,5.7,.118,,1.3,-0.7,0.6,1.5
49,Bryn Forbes\forbebr01,SG,24,SAS,80,1517,9.1,.525,.459,.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,,0.8,1.3,2.1,.067,,-2.5,-0.6,-3.1,-0.4
50,Tobias Harris\harrito02,PF,25,TOT,80,2668,17.1,.565,.364,.177,2.4,15.7,9.0,11.8,1.3,1.1,7.4,23.3,,4.2,2.5,6.7,.120,,2.3,-0.4,1.9,2.6
51,Buddy Hield\hieldbu01,SG,25,SAC,80,2024,16.1,.557,.437,.087,3.0,14.8,8.6,12.8,2.1,1.0,11.3,24.3,,1.3,1.5,2.8,.067,,1.6,-0.5,1.0,1.5
52,Jeremy Lamb\lambje01,SG,25,CHO,80,1967,17.0,.559,.305,.250,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,,3.0,1.9,4.9,.120,,1.3,0.2,1.6,1.8
53,Terry Rozier\roziete01,PG,23,BOS,80,2068,15.1,.520,.503,.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,,2.2,3.4,5.6,.130,,0.9,1.2,2.1,2.1
54,J.R. Smith\smithjr01,SG,32,CLE,80,2244,8.4,.534,.640,.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,,0.6,0.9,1.4,.031,,-2.1,-0.9,-3.0,-0.6
55,Jayson Tatum\tatumja01,SF,19,BOS,80,2443,15.2,.586,.290,.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.4,,3.0,4.0,7.1,.139,,0.0,1.2,1.2,2.0
56,Kemba Walker\walkeke02,PG,27,CHO,80,2736,20.6,.572,.441,.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,,6.5,2.0,8.6,.150,,4.7,-0.7,4.0,4.2
57,Russell Westbrook\westbru01,PG,29,OKC,80,2914,24.7,.524,.193,.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,,5.5,4.5,10.1,.166,,4.8,1.5,6.3,6.1
58,Nick Young\youngni01,SG,32,GSW,80,1393,10.0,.562,.668,.133,1.7,7.9,5.0,3.5,1.3,0.4,7.0,17.5,,0.8,0.9,1.7,.059,,-1.6,-1.9,-3.5,-0.5
59,Troy Daniels\danietr01,SG,26,PHO,79,1622,9.8,.583,.797,.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,,1.4,0.0,1.4,.042,,-0.5,-2.1,-2.6,-0.3
60,Gorgui Dieng\dienggo01,C,28,MIN,79,1333,14.7,.543,.157,.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,,1.6,1.4,2.9,.105,,-0.9,-0.1,-1.0,0.3
61,Paul George\georgpa01,SF,27,OKC,79,2891,18.7,.570,.454,.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,,5.0,3.9,8.9,.147,,2.3,0.6,2.9,3.6
62,Frank Kaminsky\kaminfr01,PF,24,CHO,79,1835,14.4,.545,.383,.271,2.7,14.5,8.5,11.0,1.0,0.9,7.6,20.5,,2.3,1.3,3.6,.094,,0.6,-0.8,-0.2,0.8
63,Donovan Mitchell\mitchdo01,SG,21,UTA,79,2638,16.7,.541,.404,.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,,1.4,3.8,5.2,.095,,0.9,0.3,1.2,2.2
64,Jusuf Nurkić\nurkiju01,C,23,POR,79,2088,19.2,.528,.007,.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,,0.8,3.9,4.7,.108,,-1.1,1.1,0.0,1.1
65,Dwight Powell\poweldw01,C,26,DAL,79,1672,18.8,.656,.195,.430,8.7,21.3,14.7,8.5,2.0,1.7,10.3,15.5,,4.6,2.1,6.6,.191,,0.6,1.0,1.6,1.5
66,Anthony Tolliver\tollian01,PF,32,DET,79,1757,13.9,.663,.773,.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,,3.8,1.5,5.3,.146,,1.2,-0.3,0.9,1.3
67,Evan Turner\turneev01,SF,29,POR,79,2034,9.9,.520,.229,.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,,0.5,2.1,2.6,.061,,-2.9,0.4,-2.5,-0.3
68,Lou Williams\willilo02,SG,31,LAC,79,2589,20.2,.574,.387,.367,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,,5.5,1.2,6.7,.125,,4.2,-1.8,2.3,2.8
69,Carmelo Anthony\anthoca01,PF,33,OKC,78,2501,12.7,.503,.406,.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,,1.2,2.5,3.7,.071,,-0.6,-1.3,-1.9,0.0
70,Bogdan Bogdanović\bogdabo01,SG,25,SAC,78,2175,13.5,.556,.426,.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,,1.8,1.1,2.9,.064,,-0.6,-0.9,-1.5,0.3
71,Ed Davis\davised01,C,28,POR,78,1471,15.5,.607,.003,.380,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,,2.5,2.5,5.0,.164,,-1.2,0.6,-0.6,0.5
72,Andre Drummond\drumman01,C,24,DET,78,2625,22.9,.555,.012,.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,,4.6,5.7,10.3,.189,,1.5,1.7,3.2,3.4
73,Jeff Green\greenje02,PF,31,CLE,78,1828,14.8,.587,.275,.379,3.7,11.2,7.6,8.0,1.1,1.6,9.4,19.3,,3.1,0.8,3.9,.103,,-0.3,-1.5,-1.8,0.1
74,Joe Harris\harrijo01,SG,26,BRK,78,1975,13.3,.634,.576,.167,2.7,11.3,7.0,10.2,0.9,0.8,12.0,16.6,,3.0,0.9,4.0,.097,,0.7,-0.6,0.1,1.0
75,Kyle Lowry\lowryky01,PG,31,TOR,78,2510,19.5,.598,.631,.276,3.0,16.1,9.7,30.9,1.7,0.6,14.7,21.7,,7.0,3.1,10.2,.194,,4.7,0.5,5.2,4.5
76,Frank Ntilikina\ntilila01,PG,19,NYK,78,1706,7.0,.437,.314,.136,2.4,9.1,5.8,20.0,1.9,0.9,19.8,16.9,,-2.0,1.1,-0.9,-0.026,,-4.5,-0.5,-5.0,-1.3
77,Dario Šarić\saricda01,PF,23,PHI,78,2310,15.8,.582,.448,.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,,3.8,2.8,6.6,.137,,1.8,-0.5,1.3,1.9
78,Marvin Williams\willima02,PF,31,CHO,78,2006,13.9,.603,.542,.218,3.9,16.2,10.0,7.0,1.4,1.6,9.7,14.8,,3.1,1.9,5.0,.119,,0.6,0.3,1.0,1.5
79,Harrison Barnes\barneha02,PF,25,DAL,77,2634,15.8,.539,.276,.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,,2.0,1.9,3.8,.070,,0.8,-1.3,-0.5,1.0
80,Dāvis Bertāns\bertada01,PF,25,SAS,77,1086,14.1,.588,.689,.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,,1.6,1.4,3.1,.135,,1.0,0.6,1.6,1.0
81,Wayne Ellington\ellinwa01,SG,30,MIA,77,2041,12.5,.588,.827,.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,,2.6,1.9,4.5,.105,,1.0,-0.6,0.4,1.2
82,Derrick Favors\favorde01,C,26,UTA,77,2153,18.8,.593,.090,.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,,4.5,3.5,8.0,.179,,0.9,0.7,1.5,1.9
83,Pau Gasol\gasolpa01,C,37,SAS,77,1812,18.9,.539,.191,.333,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,,2.7,3.3,6.0,.159,,1.5,1.9,3.4,2.5
84,Josh Jackson\jacksjo02,SF,20,PHO,77,1959,11.8,.480,.233,.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,,-2.0,1.2,-0.7,-0.018,,-2.8,-1.4,-4.2,-1.1
85,DeAndre Jordan\jordade01,C,29,LAC,77,2424,20.2,.648,.000,.540,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,,6.0,3.4,9.4,.186,,1.7,-0.3,1.4,2.1
86,Kyle Kuzma\kuzmaky01,PF,22,LAL,77,2401,14.2,.549,.418,.200,3.9,17.4,10.7,9.1,1.0,1.1,11.0,22.5,,1.5,2.3,3.8,.077,,0.3,-1.0,-0.7,0.8
87,Ian Mahinmi\mahinia01,C,31,WAS,77,1145,12.2,.601,.008,.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,,0.8,1.4,2.2,.093,,-4.6,0.2,-4.4,-0.7
88,Jodie Meeks\meeksjo01,SG,30,WAS,77,1119,12.4,.548,.534,.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19.0,,1.3,0.8,2.0,.087,,-0.3,-0.8,-1.1,0.3
89,Dirk Nowitzki\nowitdi01,C,39,DAL,77,1900,16.7,.575,.445,.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,,2.6,2.2,4.8,.121,,1.7,0.6,2.3,2.1
90,Kyle O'Quinn\oquinky01,C,27,NYK,77,1387,20.0,.625,.044,.331,9.7,27.8,18.8,16.8,1.3,6.1,18.5,17.0,,2.7,2.1,4.8,.166,,0.4,2.6,3.1,1.8
91,Otto Porter\porteot01,SF,24,WAS,77,2432,18.3,.602,.354,.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,,5.0,3.1,8.1,.161,,2.6,1.0,3.5,3.4
92,Ricky Rubio\rubiori01,PG,27,UTA,77,2254,15.4,.537,.330,.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,,1.5,3.8,5.3,.112,,-0.7,1.5,0.7,1.6
93,Jonas Valančiūnas\valanjo01,C,25,TOR,77,1727,22.5,.628,.108,.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,,4.6,3.0,7.6,.210,,2.4,0.0,2.4,1.9
94,Denzel Valentine\valende01,SG,24,CHI,77,2095,12.1,.527,.513,.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,,1.0,1.5,2.5,.057,,-1.0,0.0,-1.0,0.5
95,Steven Adams\adamsst01,C,24,OKC,76,2487,20.6,.630,.003,.402,16.6,13.9,15.3,5.5,1.8,2.8,13.3,16.7,,6.7,3.0,9.7,.187,,1.7,-0.6,1.1,2.0
96,Montrezl Harrell\harremo01,C,24,LAC,76,1293,24.7,.647,.013,.405,8.9,17.0,13.0,10.1,1.4,3.4,9.5,23.8,,4.3,1.3,5.5,.205,,3.1,0.2,3.3,1.7
97,John Henson\hensojo01,C,27,MIL,76,1970,15.7,.582,.014,.315,9.0,21.5,15.3,8.6,1.1,4.7,12.8,15.0,,2.8,2.2,4.9,.120,,-1.0,0.1,-0.9,0.5
98,Serge Ibaka\ibakase01,PF,28,TOR,76,2093,14.7,.574,.379,.151,4.3,21.0,12.8,4.4,0.7,3.8,9.7,19.4,,2.1,3.0,5.1,.117,,-0.1,0.0,-0.1,1.0
99,Courtney Lee\leeco01,SG,32,NYK,76,2310,13.0,.564,.368,.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,,2.7,1.2,3.9,.082,,-0.1,-0.2,-0.3,1.0
100,T.J. McConnell\mccontj01,PG,25,PHI,76,1706,12.5,.545,.147,.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,,1.3,2.5,3.8,.108,,-1.9,1.9,0.0,0.9
101,Kelly Olynyk\olynyke01,PF,26,MIA,76,1779,17.8,.612,.440,.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,,2.8,2.7,5.5,.148,,1.1,1.2,2.3,1.9
102,Mike Scott\scottmi01,PF,29,WAS,76,1406,13.6,.599,.311,.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,,1.4,1.0,2.5,.085,,-0.6,-1.1,-1.7,0.1
103,Fred VanVleet\vanvlfr01,PG,23,TOR,76,1520,15.9,.556,.479,.185,1.9,11.5,6.8,22.8,2.2,1.0,11.2,19.1,,2.7,2.0,4.7,.149,,1.4,1.0,2.4,1.7
104,Álex Abrines\abrinal01,SG,24,OKC,75,1134,9.0,.567,.759,.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,,1.3,1.0,2.2,.094,,-1.9,0.4,-1.5,0.1
105,LaMarcus Aldridge\aldrila01,C,32,SAS,75,2509,25.0,.570,.068,.296,10.8,17.3,14.0,11.3,0.9,3.0,6.8,29.1,,7.4,3.5,10.9,.209,,4.3,-0.4,3.9,3.7
106,Giannis Antetokounmpo\antetgi01,PF,23,MIL,75,2756,27.3,.598,.100,.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,,8.3,3.6,11.9,.207,,5.3,0.9,6.2,5.7
107,D.J. Augustin\augusdj01,PG,30,ORL,75,1760,15.4,.615,.504,.350,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,,3.3,0.8,4.1,.110,,1.0,-1.2,-0.2,0.8
108,Allen Crabbe\crabbal01,SG,25,BRK,75,2197,12.3,.558,.643,.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,,1.8,1.4,3.2,.070,,0.0,-0.7,-0.7,0.7
109,Anthony Davis\davisan02,PF,24,NOP,75,2727,28.9,.612,.111,.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,,8.8,4.9,13.7,.241,,5.3,1.4,6.7,5.9
110,Goran Dragić\dragigo01,PG,31,MIA,75,2378,16.6,.543,.279,.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,,2.9,2.3,5.3,.106,,0.9,-0.6,0.3,1.4
111,Mario Hezonja\hezonma01,SF,22,ORL,75,1657,13.7,.544,.433,.170,2.7,16.1,9.3,10.0,2.4,1.5,11.5,19.9,,0.5,1.8,2.3,.066,,-0.9,0.4,-0.5,0.6
112,Nikola Jokić\jokicni01,C,22,DEN,75,2443,24.4,.603,.277,.310,9.0,27.9,18.5,29.6,1.8,2.1,15.5,24.2,,7.8,2.9,10.7,.211,,5.3,1.6,6.9,5.5
113,Victor Oladipo\oladivi01,SG,25,IND,75,2552,23.1,.577,.323,.274,2.1,15.1,8.6,21.2,3.5,2.0,12.7,30.1,,4.3,4.0,8.2,.155,,4.1,1.7,5.8,5.0
114,Tony Snell\snellto01,SG,26,MIL,75,2053,8.5,.578,.631,.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,,1.6,0.7,2.4,.056,,-1.5,-0.8,-2.3,-0.1
115,Kyle Anderson\anderky01,SF,24,SAS,74,1978,15.9,.582,.130,.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,,2.4,3.8,6.2,.151,,-0.4,3.3,2.9,2.4
116,OG Anunoby\anunoog01,SF,20,TOR,74,1481,10.0,.587,.569,.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,,1.4,1.6,3.0,.098,,-1.2,0.6,-0.6,0.5
117,Michael Beasley\beaslmi01,PF,29,NYK,74,1653,17.8,.556,.107,.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,,0.9,1.5,2.4,.069,,0.6,-0.8,-0.2,0.7
118,Eric Bledsoe\bledser01,PG,28,TOT,74,2322,19.7,.582,.364,.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,,3.1,2.5,5.6,.116,,2.3,0.3,2.5,2.6
119,Kentavious Caldwell-Pope\caldwke01,SG,24,LAL,74,2458,13.2,.561,.520,.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,,2.6,2.7,5.3,.103,,-0.4,0.6,0.3,1.4
120,Clint Capela\capelca01,C,23,HOU,74,2034,24.5,.650,.001,.380,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,,6.2,4.1,10.2,.242,,2.4,1.0,3.4,2.8
121,Wilson Chandler\chandwi01,SF,30,DEN,74,2346,10.9,.542,.390,.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,,2.1,1.2,3.3,.067,,-1.0,-1.1,-2.1,-0.1
122,Ian Clark\clarkia01,SG,26,NOP,74,1455,9.4,.529,.394,.119,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,,0.3,0.8,1.1,.037,,-2.7,-0.8,-3.5,-0.6
123,John Collins\collijo01,PF,20,ATL,74,1785,18.3,.620,.086,.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,,3.4,2.0,5.4,.145,,-0.4,0.2,-0.2,0.8
124,Jerian Grant\grantje02,PG,25,CHI,74,1686,14.3,.528,.372,.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,,2.3,1.0,3.3,.094,,-0.9,-0.5,-1.3,0.3
125,Jonas Jerebko\jerebjo01,PF,30,UTA,74,1134,13.2,.586,.460,.167,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,,1.8,1.6,3.4,.144,,-0.4,0.4,0.1,0.6
