Rk,Player,Pos,Age,Tm,G▼,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
247,Wesley Iwundu\iwundwe01,SF,25,ORL,52,953,10.3,.544,.352,.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,,0.8,0.8,1.7,.084,,-2.7,0.0,-2.6,-0.2
248,Norman Powell\powelno01,SG,26,TOR,52,1479,16.8,.624,.457,.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,,2.3,2.3,4.6,.150,,1.2,0.8,2.0,1.5
249,Patrick Beverley\beverpa01,PG,31,LAC,51,1342,12.5,.560,.604,.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,,1.6,2.0,3.6,.128,,-0.3,2.5,2.2,1.4
250,Kris Dunn\dunnkr01,PG,25,CHI,51,1269,12.1,.510,.327,.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,,0.3,2.0,2.3,.085,,-3.7,3.1,-0.6,0.4
251,Joel Embiid\embiijo01,C,25,PHI,51,1506,25.8,.590,.215,.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,,3.3,2.7,6.0,.192,,3.7,1.0,4.7,2.5
252,Derrick Favors\favorde01,C,28,NOP,51,1243,18.5,.620,.021,.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,,2.6,1.6,4.2,.162,,0.7,0.3,1.0,0.9
253,De'Aaron Fox\foxde01,PG,22,SAC,51,1634,20.6,.558,.227,.420,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,,2.6,1.4,4.0,.118,,2.3,-0.5,1.8,1.6
254,Meyers Leonard\leoname01,C,27,MIA,51,1034,10.6,.627,.547,.120,3.4,24.0,14.1,7.6,0.7,1.4,13.7,12.2,,0.9,1.2,2.1,.096,,-1.3,0.4,-0.9,0.3
255,Paul Millsap\millspa01,PF,34,DEN,51,1240,16.9,.591,.283,.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,,2.1,1.4,3.5,.136,,0.3,-0.2,0.1,0.7
256,Yogi Ferrell\ferreyo01,PG,26,SAC,50,530,12.2,.528,.420,.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,,0.3,0.3,0.7,.060,,-1.5,-0.3,-1.8,0.0
257,Lauri Markkanen\markkla01,PF,22,CHI,50,1492,14.3,.560,.536,.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,,1.0,1.6,2.6,.084,,0.2,-0.8,-0.6,0.5
258,Kevin Porter Jr.\porteke02,SF,19,CLE,50,1162,10.8,.535,.375,.240,2.1,13.5,7.7,13.9,1.9,1.0,16.7,20.5,,-0.3,0.6,0.3,.012,,-3.2,-0.6,-3.8,-0.5
259,Derrick Rose\rosede01,PG,31,DET,50,1298,21.0,.555,.195,.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,,1.8,0.7,2.5,.092,,3.9,-1.7,2.2,1.4
260,Avery Bradley\bradlav01,SG,29,LAL,49,1186,8.9,.537,.452,.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,,0.2,1.4,1.5,.062,,-3.0,0.5,-2.5,-0.2
261,Damion Lee\leeda03,SG,27,GSW,49,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,,0.9,0.8,1.7,.058,,-1.5,-0.8,-2.3,-0.1
262,Omari Spellman\spellom01,C,22,GSW,49,886,14.4,.551,.373,.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,,0.5,0.7,1.2,.066,,-0.8,-1.0,-1.7,0.1
263,Khem Birch\birchkh01,C,27,ORL,48,922,11.7,.566,.007,.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,,1.2,0.9,2.2,.112,,-2.5,0.2,-2.4,-0.1
264,Damyean Dotson\dotsoda01,SG,25,NYK,48,836,10.9,.527,.562,.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,,0.6,0.4,0.9,.053,,-0.9,-0.5,-1.5,0.1
265,Paul George\georgpa01,SF,29,LAC,48,1419,21.1,.589,.487,.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,,2.5,2.3,4.8,.161,,3.8,1.1,4.9,2.5
266,Javonte Green\greenja02,SG,26,BOS,48,468,13.1,.564,.262,.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,,0.4,0.8,1.1,.113,,-2.1,1.4,-0.7,0.2
267,Jeff Green\greenje02,PF-C,33,TOT,48,960,13.7,.590,.532,.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,,1.2,0.9,2.1,.104,,0.0,-0.1,-0.1,0.5
268,Rui Hachimura\hachiru01,PF,21,WAS,48,1444,13.5,.535,.160,.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,,1.3,0.5,1.8,.060,,-1.2,-2.0,-3.2,-0.4
269,Juan Hernangómez\hernaju01,PF,24,TOT,48,833,10.4,.518,.522,.287,5.6,20.5,12.8,6.6,1.1,1.0,10.3,15.7,,0.2,0.7,0.9,.052,,-2.2,-1.1,-3.4,-0.3
270,Nassir Little\littlna01,PF,19,POR,48,573,9.6,.505,.391,.291,5.7,13.9,9.9,5.0,1.1,2.1,8.1,13.7,,0.3,0.3,0.6,.047,,-2.9,-0.6,-3.5,-0.2
271,Cody Martin\martico01,SF,24,CHO,48,903,10.5,.505,.372,.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,,0.2,0.8,1.0,.052,,-3.1,1.0,-2.2,0.0
272,Rajon Rondo\rondora01,PG,33,LAL,48,984,12.4,.494,.381,.125,2.6,13.1,7.9,32.9,1.9,0.2,20.8,18.7,,0.1,1.3,1.4,.068,,-1.2,-0.1,-1.3,0.2
273,Nickeil Alexander-Walker\alexani01,SG,21,NOP,47,591,8.9,.473,.500,.139,1.6,13.5,7.5,21.1,1.3,1.1,16.1,23.3,,-0.7,0.4,-0.2,-0.020,,-3.2,-1.4,-4.6,-0.4
274,Mike Conley\conlemi01,PG,32,UTA,47,1363,14.1,.537,.451,.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,,1.4,1.1,2.5,.089,,0.7,-0.4,0.3,0.8
275,Troy Daniels\danietr01,SG,28,TOT,47,532,8.4,.518,.710,.086,2.5,8.2,5.4,4.3,1.0,0.5,5.9,16.3,,0.1,0.5,0.6,.056,,-1.7,-1.2,-2.9,-0.1
276,Cheick Diallo\diallch01,C,23,PHO,47,479,16.5,.688,.021,.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17.0,,0.8,0.5,1.3,.132,,-1.1,-0.2,-1.3,0.1
277,Rodions Kurucs\kurucro01,PF,21,BRK,47,684,8.9,.555,.508,.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,,-0.1,0.8,0.8,.055,,-3.6,0.8,-2.8,-0.1
278,Timothé Luwawu-Cabarrot\luwawti01,SF,24,BRK,47,853,11.0,.599,.595,.301,3.6,11.6,7.7,4.9,1.0,0.7,10.8,16.8,,0.9,0.7,1.7,.095,,-1.8,-0.5,-2.2,-0.1
279,Mike Muscala\muscami01,C,28,OKC,47,572,12.5,.569,.757,.116,3.2,17.3,10.4,10.1,0.8,1.8,7.9,16.6,,0.7,0.6,1.3,.107,,0.1,-0.2,-0.1,0.3
280,Thomas Bryant\bryanth01,C,22,WAS,46,1147,21.1,.649,.218,.278,9.0,23.1,15.8,11.1,1.0,3.7,10.2,18.9,,3.1,0.8,3.9,.164,,2.9,-0.7,2.2,1.2
281,Hamidou Diallo\diallha01,SF,21,OKC,46,896,9.3,.491,.193,.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,,-0.7,1.1,0.4,.022,,-4.2,0.3,-3.9,-0.4
282,Harry Giles\gilesha01,C,21,SAC,46,667,16.4,.580,.008,.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,,0.8,0.8,1.6,.112,,-2.2,0.9,-1.3,0.1
283,Jeremy Lamb\lambje01,SG,27,IND,46,1291,14.0,.547,.330,.230,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,,0.9,1.8,2.7,.099,,-1.1,0.8,-0.4,0.5
284,Ky Bowman\bowmaky01,PG,22,GSW,45,1015,9.1,.494,.333,.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,,-0.6,0.6,-0.1,-0.003,,-4.0,-0.3,-4.3,-0.6
285,Michael Carter-Williams\cartemi01,SG,28,ORL,45,833,15.3,.535,.288,.365,5.8,13.5,9.5,19.1,2.9,2.4,14.7,18.3,,0.7,1.2,1.9,.111,,-1.5,1.6,0.1,0.5
286,Jared Dudley\dudleja01,PF,34,LAL,45,364,7.8,.558,.700,.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,,0.3,0.5,0.8,.102,,-2.8,2.0,-0.8,0.1
287,Caris LeVert\leverca01,SG,25,BRK,45,1330,16.1,.514,.301,.269,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,,0.1,1.4,1.5,.055,,0.6,-0.9,-0.3,0.5
288,Elfrid Payton\paytoel01,PG,25,NYK,45,1246,16.0,.470,.157,.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,,0.5,1.2,1.7,.065,,-0.4,0.4,0.0,0.6
289,D'Angelo Russell\russeda01,PG,23,TOT,45,1452,18.7,.556,.509,.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,,1.1,0.7,1.8,.060,,3.8,-1.9,1.9,1.4
290,Moritz Wagner\wagnemo01,C,22,WAS,45,835,15.1,.638,.301,.357,7.0,22.2,14.3,9.8,1.6,2.0,17.7,18.6,,1.1,0.6,1.7,.099,,-2.0,-0.3,-2.3,-0.1
291,Keita Bates-Diop\bateske01,PF-SF,24,TOT,44,744,12.4,.539,.440,.321,3.5,15.1,9.1,5.8,1.2,2.7,6.0,15.8,,0.6,0.6,1.2,.078,,-1.0,-0.4,-1.4,0.1
292,Quinn Cook\cookqu01,PG,26,LAL,44,508,10.0,.509,.397,.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,,-0.2,0.5,0.3,.030,,-2.3,-1.4,-3.8,-0.2
293,Dewayne Dedmon\dedmode01,C,30,TOT,44,774,9.4,.473,.420,.141,8.5,27.6,17.8,4.0,1.5,4.8,17.4,18.1,,-1.0,1.0,0.1,.005,,-5.8,0.0,-5.8,-0.7
294,Marc Gasol\gasolma01,C,35,TOR,44,1161,11.8,.551,.530,.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,,0.8,2.2,3.0,.124,,-1.2,2.8,1.6,1.1
295,Marko Guduric\gudurma01,SG,24,MEM,44,484,8.8,.514,.529,.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,,-0.3,0.4,0.1,.014,,-2.7,-0.7,-3.4,-0.2
296,Richaun Holmes\holmeri01,C,26,SAC,44,1242,19.7,.681,.000,.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,,3.4,1.5,4.9,.190,,0.3,0.6,1.0,0.9
297,Boban Marjanović\marjabo01,C,31,DAL,44,422,25.7,.612,.081,.270,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,,1.2,0.6,1.8,.200,,2.8,-1.6,1.2,0.3
298,Chris Silva\silvach01,PF,23,MIA,44,346,17.3,.651,.038,.705,20.2,20.6,20.4,9.9,1.3,6.0,23.8,17.1,,0.7,0.5,1.3,.178,,-3.1,0.8,-2.3,0.0
299,DeAndre' Bembry\bembrde01,SG,25,ATL,43,915,9.6,.500,.285,.211,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,,-0.5,0.8,0.2,.012,,-3.5,1.1,-2.5,-0.1
300,Wendell Carter Jr.\cartewe01,C,20,CHI,43,1256,15.5,.590,.085,.443,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,,1.7,1.6,3.3,.127,,-2.1,-0.3,-2.4,-0.1
301,Daniel Gafford\gaffoda01,C,21,CHI,43,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,,1.1,0.8,1.9,.146,,-2.8,1.5,-1.3,0.1
302,Draymond Green\greendr01,PF,29,GSW,43,1222,12.5,.489,.408,.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,.044,,-2.1,1.9,-0.2,0.6
303,Shaquille Harrison\harrish01,SG,26,CHI,43,484,17.8,.559,.255,.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,,0.7,0.8,1.5,.153,,0.4,2.4,2.8,0.6
304,Aron Baynes\baynear01,C,33,PHO,42,934,15.2,.581,.441,.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,,1.3,0.8,2.1,.107,,-0.2,-0.8,-1.0,0.2
305,Gary Clark\clarkga01,SF-PF,25,TOT,42,567,10.7,.568,.835,.075,6.8,14.0,10.3,4.1,0.5,3.4,6.8,11.0,,0.7,0.5,1.2,.100,,-0.9,-1.0,-1.9,0.0
306,John Collins\collijo01,PF,22,ATL,41,1363,23.5,.659,.243,.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,,3.8,1.2,4.9,.174,,3.7,-0.6,3.1,1.7
307,Terance Mann\mannte01,SF,23,LAC,41,362,10.6,.545,.253,.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,,0.4,0.4,0.8,.106,,-2.8,1.2,-1.6,0.0
308,Thabo Sefolosha\sefolth01,PF,35,HOU,41,436,9.4,.487,.593,.088,5.0,17.5,11.2,7.5,2.5,2.4,13.7,10.4,,0.0,0.6,0.7,.072,,-2.9,1.6,-1.2,0.1
309,Matt Thomas\thomama02,SG,25,TOR,41,440,13.3,.650,.660,.080,2.2,12.2,7.3,7.5,1.1,0.2,9.3,16.6,,0.7,0.6,1.2,.133,,1.0,0.1,1.1,0.3
310,John Henson\hensojo01,C,29,TOT,40,600,17.0,.578,.211,.269,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,,0.6,0.8,1.4,.109,,-1.2,2.1,0.9,0.4
311,Alfonzo McKinnie\mckinal01,SF,27,CLE,40,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,,-0.2,0.3,0.2,.014,,-4.4,-0.9,-5.3,-0.5
312,Shake Milton\miltosh01,SG,23,PHI,40,805,14.4,.617,.487,.235,2.1,10.0,6.0,18.8,1.2,0.7,13.3,18.9,,1.4,0.7,2.1,.126,,0.0,-1.0,-1.0,0.2
313,Džanan Musa\musadz01,SF,20,BRK,40,487,9.4,.484,.453,.349,4.6,13.5,9.1,12.6,1.5,0.2,15.4,20.1,,-0.3,0.5,0.2,.016,,-3.5,-0.9,-4.4,-0.3
314,Dwight Powell\poweldw01,C,28,DAL,40,1061,15.9,.677,.170,.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,,2.6,1.0,3.6,.162,,0.4,0.9,1.3,0.9
315,Isaiah Thomas\thomais02,PG,30,WAS,40,925,11.6,.531,.444,.178,1.2,7.0,4.0,23.4,0.7,0.6,14.4,24.1,,0.1,-0.1,0.0,.002,,-0.5,-3.9,-4.3,-0.5
316,Dwayne Bacon\bacondw01,SG,24,CHO,39,687,6.1,.419,.275,.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,,-1.2,0.4,-0.8,-0.053,,-5.9,-0.9,-6.8,-0.8
317,Deonte Burton\burtode02,SF,26,OKC,39,356,4.3,.396,.424,.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,,-0.9,0.4,-0.5,-0.067,,-6.3,-0.5,-6.8,-0.4
318,Clint Capela\capelca01,C,25,HOU,39,1279,20.6,.626,.000,.268,13.6,30.5,22.0,5.7,1.2,4.8,12.7,16.1,,2.8,2.1,4.9,.184,,1.0,0.4,1.4,1.1
319,Tyler Johnson\johnsty01,PG-SG,27,TOT,39,709,10.1,.504,.476,.200,2.7,8.9,5.8,14.8,1.1,1.1,9.6,18.0,,0.3,0.5,0.7,.050,,-2.0,-0.9,-2.9,-0.2
320,Frank Kaminsky\kaminfr01,C,26,PHO,39,777,14.2,.545,.404,.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,,0.7,0.7,1.4,.087,,-0.1,-0.4,-0.5,0.3
321,Kenrich Williams\willike04,PF,25,NOP,39,832,7.5,.429,.660,.177,6.5,17.3,11.9,8.4,1.5,2.1,12.2,8.9,,0.1,0.8,0.9,.050,,-3.4,0.9,-2.4,-0.1
322,Grayson Allen\allengr01,SG,24,MEM,38,718,12.0,.609,.562,.179,1.2,11.1,6.2,10.0,0.7,0.2,10.9,17.6,,0.8,0.4,1.2,.082,,-0.1,-1.2,-1.3,0.1
323,Deandre Ayton\aytonde01,C,21,PHO,38,1236,20.0,.568,.023,.157,13.0,26.3,19.6,9.7,1.0,4.1,11.6,23.7,,1.5,1.6,3.1,.121,,0.8,-0.4,0.4,0.7
324,Sekou Doumbouya\doumbse01,PF,19,DET,38,754,6.2,.474,.415,.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,,-0.8,0.5,-0.3,-0.020,,-5.3,-1.4,-6.7,-0.9
325,Ian Mahinmi\mahinia01,C,33,WAS,38,808,14.2,.545,.124,.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,,0.7,0.7,1.4,.083,,-2.8,0.0,-2.7,-0.2
326,Jabari Parker\parkeja01,PF,24,TOT,38,917,18.0,.571,.277,.189,7.1,18.3,12.6,12.4,2.3,1.5,12.1,24.0,,0.8,0.8,1.6,.083,,0.6,-0.3,0.3,0.5
327,Allen Crabbe\crabbal01,SG-SF,27,TOT,37,653,6.0,.470,.672,.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,,-0.2,0.2,-0.1,-0.007,,-3.8,-1.5,-5.3,-0.5
328,Carsen Edwards\edwarca01,SG,21,BOS,37,351,6.9,.444,.594,.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,,-0.3,0.4,0.1,.014,,-4.4,-0.2,-4.6,-0.2
329,Patrick McCaw\mccawpa01,SF,24,TOR,37,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.5,2.0,0.4,14.6,9.4,,0.2,1.2,1.4,.075,,-3.6,1.8,-1.8,0.0
330,Jordan McRae\mcraejo01,SG,28,TOT,37,784,14.2,.515,.344,.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,,0.4,0.4,0.7,.044,,0.0,-1.5,-1.5,0.1
331,D.J. Wilson\wilsodj01,PF,23,MIL,37,363,8.2,.475,.553,.136,3.5,20.5,12.5,9.1,0.4,1.2,12.0,18.1,,-0.3,0.6,0.3,.046,,-4.1,0.1,-4.0,-0.2
332,Luguentz Dort\dortlu01,SF,20,OKC,36,820,7.6,.506,.463,.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,,0.1,0.8,0.8,.049,,-4.1,0.4,-3.7,-0.4
333,Wayne Ellington\ellinwa01,SG,32,NYK,36,558,8.5,.509,.822,.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,,0.2,0.2,0.4,.035,,-1.9,-0.9,-2.9,-0.1
334,Eric Gordon\gordoer01,SF,31,HOU,36,1016,10.3,.510,.654,.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,,-0.1,0.6,0.5,.024,,-1.8,-2.1,-3.9,-0.5
335,Justin James\jamesju01,SF,23,SAC,36,232,11.0,.477,.345,.250,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,,-0.1,0.2,0.1,.028,,-1.4,-0.1,-1.4,0.0
336,Luke Kornet\kornelu01,C,24,CHI,36,559,12.7,.539,.578,.150,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,,0.5,0.6,1.1,.091,,-0.9,-0.2,-1.2,0.1
337,Denzel Valentine\valende01,SF,26,CHI,36,488,13.0,.511,.578,.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,,-0.1,0.6,0.5,.048,,-0.8,0.2,-0.6,0.2
338,Noah Vonleh\vonleno01,C,24,TOT,36,377,15.5,.622,.163,.348,10.1,25.3,17.4,10.7,1.4,1.3,16.5,13.9,,0.6,0.4,1.0,.127,,-1.2,0.3,-1.0,0.1
339,Wilson Chandler\chandwi01,PF,32,BRK,35,734,7.4,.531,.661,.126,1.6,18.5,10.2,7.3,1.0,1.4,15.0,12.9,,-0.1,0.9,0.7,.046,,-3.8,1.0,-2.7,-0.1
340,Dante Exum\exumda01,SG,24,TOT,35,485,10.3,.576,.361,.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15.0,,0.2,0.2,0.4,.043,,-2.5,-0.4,-2.9,-0.1
341,Karl-Anthony Towns\townska01,C,24,MIN,35,1187,26.5,.642,.445,.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,,3.7,1.3,5.1,.204,,7.0,0.8,7.8,2.9
342,Brandon Goodwin\goodwbr01,PG,24,ATL,34,430,11.6,.507,.458,.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,,-0.1,0.2,0.1,.013,,-1.6,-1.3,-2.9,-0.1
343,Jonathan Isaac\isaacjo01,PF,22,ORL,34,980,17.3,.552,.283,.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,,0.6,1.9,2.5,.120,,-0.5,2.9,2.3,1.1
344,JaKarr Sampson\sampsja02,PF,26,IND,34,471,12.6,.615,.113,.235,4.7,15.7,10.2,6.1,1.6,2.2,10.6,13.2,,0.6,0.7,1.2,.124,,-2.8,1.4,-1.4,0.1
345,Dennis Smith Jr.\smithde03,PG,22,NYK,34,537,7.4,.399,.256,.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,,-1.4,0.5,-0.9,-0.079,,-5.2,-0.9,-6.1,-0.6
346,Trey Burke\burketr01,PG,27,TOT,33,520,15.6,.548,.359,.139,3.4,7.0,5.2,23.7,1.5,0.3,8.7,20.0,,1.0,0.4,1.3,.123,,0.8,-1.0,-0.2,0.2
347,Chris Clemons\clemoch01,SG,22,HOU,33,291,13.1,.548,.754,.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,,0.1,0.2,0.4,.058,,0.3,-1.3,-1.0,0.1
348,Skal Labissière\labissk01,C,23,POR,33,567,15.4,.588,.088,.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,,1.0,0.4,1.4,.119,,-1.5,0.2,-1.3,0.1
349,Theo Pinson\pinsoth01,SG,24,BRK,33,365,5.2,.370,.516,.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,,-1.0,0.4,-0.6,-0.078,,-6.8,-0.2,-7.0,-0.5
350,Admiral Schofield\schofad01,PF,22,WAS,33,368,6.1,.502,.663,.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,,0.1,0.1,0.1,.017,,-4.3,-1.2,-5.5,-0.3
351,James Johnson\johnsja01,PF-C,32,TOT,32,619,14.8,.572,.423,.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,,0.3,0.8,1.1,.089,,-1.1,1.1,0.0,0.3
352,Romeo Langford\langfro01,SG,20,BOS,32,370,5.4,.434,.338,.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,,-0.2,0.4,0.2,.025,,-4.7,-0.3,-4.9,-0.3
353,Willy Hernangómez\hernawi01,C,25,CHO,31,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,,0.4,0.4,0.8,.107,,0.6,-0.5,0.1,0.2
354,Reggie Jackson\jacksre01,SG-PG,29,TOT,31,743,13.7,.529,.445,.166,2.5,10.8,6.7,26.2,0.8,0.6,12.7,23.1,,0.6,0.5,1.1,.073,,0.8,-1.2,-0.4,0.3
355,Ty Jerome\jeromty01,SG,22,PHO,31,328,7.9,.425,.442,.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,,-0.3,0.3,0.0,-0.003,,-4.0,0.1,-3.8,-0.2
356,Kelan Martin\martike03,SF,24,MIN,31,495,9.2,.506,.530,.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,,-0.1,0.3,0.2,.023,,-3.3,-1.0,-4.3,-0.3
357,Edmond Sumner\sumneed01,SG,24,IND,31,447,10.1,.491,.373,.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,,-0.1,0.5,0.4,.047,,-3.2,0.2,-3.0,-0.1
358,Bruno Caboclo\cabocbr01,C,24,TOT,30,244,14.1,.484,.371,.101,10.0,15.8,12.9,6.8,2.9,6.1,12.3,18.0,,0.0,0.4,0.4,.076,,-3.0,0.9,-2.1,0.0
359,Wenyen Gabriel\gabriwe01,PF,22,TOT,30,235,9.6,.546,.417,.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,,0.0,0.2,0.2,.048,,-3.7,-0.1,-3.8,-0.1
360,Jordan McLaughlin\mclaujo01,PG,23,MIN,30,590,16.3,.587,.427,.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,,1.1,0.4,1.6,.130,,0.3,0.0,0.3,0.3
361,Jahlil Okafor\okafoja01,C,24,NOP,30,467,18.3,.642,.019,.383,10.9,18.0,14.4,12.0,0.7,3.9,16.7,19.9,,0.9,0.4,1.3,.133,,-0.5,0.3,-0.2,0.2
362,Naz Reid\reidna01,C,20,MIN,30,495,15.3,.505,.399,.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,,0.2,0.6,0.8,.074,,-1.6,-0.3,-1.9,0.0
363,J.J. Barea\bareajo01,PG,35,DAL,29,450,14.6,.512,.411,.106,2.4,9.9,6.2,37.1,0.5,0.4,14.9,24.2,,0.5,0.2,0.7,.072,,1.6,-3.0,-1.4,0.1
364,Jordan Bell\belljo01,C,25,TOT,29,256,13.9,.577,.179,.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,,0.2,0.2,0.4,.070,,-1.4,-1.1,-2.5,0.0
365,Reggie Bullock\bullore01,SG,28,NYK,29,684,9.3,.502,.496,.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,,0.2,0.3,0.5,.036,,-2.8,-0.3,-3.0,-0.2
366,PJ Dozier\doziepj01,SG,23,DEN,29,412,11.6,.495,.312,.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,,0.0,0.4,0.4,.044,,-2.6,-1.3,-3.9,-0.2
367,Jacob Evans\evansja02,SG,22,TOT,29,418,5.5,.436,.291,.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,,-0.7,0.2,-0.5,-0.056,,-5.8,-1.3,-7.1,-0.5
368,Kyle O'Quinn\oquinky01,C,29,PHI,29,313,18.6,.544,.318,.235,12.0,29.0,20.5,22.7,1.1,6.5,17.6,15.7,,0.5,0.6,1.1,.165,,0.3,2.7,3.0,0.4
369,Gary Payton II\paytoga02,SF,27,WAS,29,432,11.3,.473,.397,.069,6.3,14.2,10.1,14.8,3.6,1.4,14.3,13.4,,0.0,0.4,0.5,.051,,-3.2,1.6,-1.6,0.0
370,Robert Williams\williro04,C,22,BOS,29,388,23.1,.728,.000,.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,,1.1,1.0,2.0,.253,,0.8,4.3,5.1,0.7
371,Chris Chiozza\chiozch01,PG,24,TOT,28,401,12.0,.499,.514,.036,2.4,11.6,6.9,29.4,2.5,0.9,18.4,18.1,,0.0,0.4,0.5,.055,,-1.6,0.5,-1.2,0.1
